10000
6
25
75
0	35	35	0	0	1000	0
1	41	49	10	0	1000	0
2	35	17	7	0	1000	0
3	55	45	13	0	1000	0
4	55	20	19	0	1000	0
5	15	30	26	0	1000	0
6	25	30	3	0	1000	0
7	20	50	5	0	1000	0
8	10	43	9	0	1000	0
9	55	60	16	0	1000	0
10	30	60	16	0	1000	0
11	20	65	12	0	1000	0
12	50	35	19	0	1000	0
13	30	25	23	0	1000	0
14	15	10	20	0	1000	0
15	30	5	8	0	1000	0
16	10	20	19	0	1000	0
17	5	30	2	0	1000	0
18	20	40	12	0	1000	0
19	15	60	17	0	1000	0
20	45	65	9	0	1000	0
21	45	20	11	0	1000	0
22	45	10	18	0	1000	0
23	55	5	29	0	1000	0
24	65	35	3	0	1000	0
25	65	20	6	0	1000	0
1	42	50	10	483	723	10
2	40	48	10	685	925	10
3	40	50	10	831	1000	10
4	39	19	7	219	459	10
5	39	16	7	176	416	10
6	33	20	7	231	471	10
7	52	45	13	335	575	10
8	58	47	13	551	791	10
9	52	42	13	312	552	10
10	52	23	19	547	787	10
11	53	21	19	488	728	10
12	52	16	19	575	815	10
13	16	26	26	16	256	10
14	13	27	26	153	393	10
15	16	26	26	60	300	10
16	26	32	3	430	670	10
17	24	27	3	278	518	10
18	25	34	3	455	695	10
19	23	52	5	179	419	10
20	17	52	5	367	607	10
21	21	53	5	332	572	10
22	12	46	9	459	699	10
23	10	47	9	340	580	10
24	10	40	9	132	372	10
25	59	60	16	215	455	10
26	57	64	16	144	384	10
27	52	61	16	376	616	10
28	27	63	16	682	922	10
29	30	60	16	530	770	10
30	26	56	16	448	688	10
31	23	68	12	21	261	10
32	24	63	12	70	310	10
33	23	63	12	299	539	10
34	46	39	19	134	374	10
35	47	32	19	109	349	10
36	53	35	19	365	605	10
37	30	26	23	708	948	10
38	32	28	23	596	836	10
39	30	28	23	784	1000	10
40	12	7	20	0	170	10
41	17	7	20	136	376	10
42	18	9	20	174	414	10
43	32	3	8	251	491	10
44	31	3	8	151	391	10
45	29	3	8	91	331	10
46	9	17	19	146	386	10
47	11	23	19	303	543	10
48	12	24	19	122	362	10
49	6	34	2	592	832	10
50	1	31	2	617	857	10
51	4	28	2	697	937	10
52	19	44	12	390	630	10
53	19	38	12	275	515	10
54	18	39	12	332	572	10
55	16	60	17	143	383	10
56	11	59	17	162	402	10
57	18	63	17	402	642	10
58	45	61	9	567	807	10
59	44	64	9	457	697	10
60	44	63	9	635	875	10
61	45	18	11	157	397	10
62	42	23	11	0	208	10
63	47	17	11	65	305	10
64	48	10	18	261	501	10
65	47	14	18	258	498	10
66	45	12	18	521	761	10
67	56	3	29	47	287	10
68	53	2	29	335	575	10
69	52	7	29	106	346	10
70	63	32	3	744	984	10
71	67	33	3	517	757	10
72	63	39	3	518	758	10
73	68	22	6	665	905	10
74	68	24	6	805	1000	10
75	64	23	6	552	792	10
