10000
3
25
75
0	35	35	0	0	230	0
1	41	49	10	0	230	0
2	35	17	7	0	230	0
3	55	45	13	0	230	0
4	55	20	19	0	230	0
5	15	30	26	0	230	0
6	25	30	3	0	230	0
7	20	50	5	0	230	0
8	10	43	9	0	230	0
9	55	60	16	0	230	0
10	30	60	16	0	230	0
11	20	65	12	0	230	0
12	50	35	19	0	230	0
13	30	25	23	0	230	0
14	15	10	20	0	230	0
15	30	5	8	0	230	0
16	10	20	19	0	230	0
17	5	30	2	0	230	0
18	20	40	12	0	230	0
19	15	60	17	0	230	0
20	45	65	9	0	230	0
21	45	20	11	0	230	0
22	45	10	18	0	230	0
23	55	5	29	0	230	0
24	65	35	3	0	230	0
25	65	20	6	0	230	0
1	41	49	10	161	171	10
2	42	48	10	154	164	10
3	40	51	10	155	165	10
4	37	17	7	53	63	10
5	36	17	7	51	61	10
6	37	16	7	58	68	10
7	53	44	13	120	130	10
8	57	45	13	110	120	10
9	53	44	13	125	135	10
10	57	20	19	146	156	10
11	53	19	19	145	155	10
12	55	18	19	144	154	10
13	17	30	26	37	47	10
14	13	32	26	25	35	10
15	16	31	26	37	47	10
16	25	32	3	109	119	10
17	25	30	3	94	104	10
18	24	32	3	101	111	10
19	20	51	5	85	95	10
20	21	48	5	84	94	10
21	18	52	5	81	91	10
22	11	43	9	102	112	10
23	12	44	9	87	97	10
24	10	41	9	105	115	10
25	55	58	16	104	114	10
26	53	62	16	95	105	10
27	53	58	16	104	114	10
28	32	59	16	132	142	10
29	29	62	16	129	139	10
30	32	61	16	124	134	10
31	18	65	12	74	84	10
32	20	64	12	71	81	10
33	20	64	12	62	72	10
34	50	33	19	57	67	10
35	50	37	19	53	63	10
36	50	37	19	58	68	10
37	28	23	23	153	163	10
38	30	27	23	154	164	10
39	30	24	23	158	168	10
40	17	11	20	24	36	10
41	17	8	20	28	39	10
42	17	8	20	38	48	10
43	28	7	8	54	64	10
44	31	7	8	52	62	10
45	30	6	8	70	80	10
46	8	21	19	70	80	10
47	10	18	19	65	75	10
48	8	20	19	85	95	10
49	6	31	2	157	167	10
50	3	32	2	155	165	10
51	3	28	2	147	157	10
52	19	41	12	95	105	10
53	19	41	12	90	100	10
54	19	42	12	92	102	10
55	15	61	17	71	81	10
56	17	61	17	85	95	10
57	14	60	17	69	79	10
58	47	67	9	120	130	10
59	43	67	9	134	144	10
60	46	66	9	126	136	10
61	46	20	11	72	82	10
62	46	18	11	69	79	10
63	46	18	11	59	69	10
64	47	9	18	94	104	10
65	47	12	18	96	106	10
66	47	12	18	96	106	10
67	56	5	29	71	81	10
68	56	5	29	73	83	10
69	57	3	29	68	78	10
70	64	36	3	160	170	10
71	64	37	3	157	167	10
72	65	37	3	163	173	10
73	63	19	6	162	172	10
74	64	21	6	167	177	10
75	65	19	6	179	189	10
