10000
6
25
75
0	40	50	0	0	240	0
1	25	85	20	0	240	0
2	22	75	30	0	240	0
3	22	85	10	0	240	0
4	20	80	40	0	240	0
5	20	85	20	0	240	0
6	18	75	20	0	240	0
7	15	75	20	0	240	0
8	15	80	10	0	240	0
9	10	35	20	0	240	0
10	10	40	30	0	240	0
11	8	40	40	0	240	0
12	8	45	20	0	240	0
13	5	35	10	0	240	0
14	5	45	10	0	240	0
15	2	40	20	0	240	0
16	0	40	20	0	240	0
17	0	45	20	0	240	0
18	44	5	20	0	240	0
19	42	10	40	0	240	0
20	42	15	10	0	240	0
21	40	5	10	0	240	0
22	40	15	40	0	240	0
23	38	5	30	0	240	0
24	38	15	10	0	240	0
25	35	5	20	0	240	0
1	24	83	20	132	198	10
2	26	87	20	117	183	10
3	23	87	20	133	199	10
4	20	74	30	22	87	10
5	25	73	30	25	90	10
6	24	74	30	27	92	10
7	25	89	10	109	154	10
8	19	85	10	92	137	10
9	23	89	10	105	150	10
10	23	82	40	69	191	10
11	22	76	40	77	199	10
12	18	81	40	68	190	10
13	16	82	20	46	119	10
14	16	86	20	47	120	10
15	20	83	20	48	121	10
16	14	79	20	60	169	10
17	17	72	20	57	166	10
18	17	78	20	47	156	10
19	11	71	20	68	117	10
20	19	79	20	64	113	10
21	15	74	20	75	124	10
22	16	79	10	56	155	10
23	18	76	10	62	161	10
24	11	83	10	57	156	10
25	10	37	20	61	170	10
26	7	39	20	51	160	10
27	11	36	20	46	155	10
28	12	44	30	85	172	10
29	11	44	30	90	177	10
30	8	41	30	86	173	10
31	6	38	40	24	143	10
32	9	36	40	33	152	10
33	6	38	40	25	144	10
34	8	47	20	43	102	10
35	8	42	20	42	101	10
36	10	42	20	39	98	10
37	5	31	10	53	182	10
38	8	38	10	66	195	10
39	7	37	10	71	200	10
40	9	43	10	44	126	10
41	2	41	10	37	119	10
42	7	43	10	33	115	10
43	5	38	20	34	156	10
44	6	39	20	32	154	10
45	6	41	20	44	166	10
46	4	40	20	63	118	10
47	-3	41	20	67	122	10
48	0	41	20	62	117	10
49	1	46	20	70	199	10
50	2	49	20	59	188	10
51	4	43	20	68	197	10
52	48	4	20	89	134	10
53	41	4	20	88	133	10
54	41	9	20	86	131	10
55	42	9	40	61	118	10
56	43	8	40	58	115	10
57	44	8	40	61	118	10
58	43	16	10	111	162	10
59	40	14	10	101	152	10
60	45	16	10	119	170	10
61	42	8	10	59	118	10
62	39	8	10	59	118	10
63	38	3	10	52	111	10
64	43	17	40	56	159	10
65	42	17	40	64	167	10
66	39	15	40	54	157	10
67	42	2	30	52	171	10
68	37	3	30	41	160	10
69	35	5	30	50	169	10
70	36	19	10	132	198	10
71	39	16	10	128	194	10
72	39	12	10	124	190	10
73	36	4	20	46	176	10
74	39	2	20	58	188	10
75	33	3	20	51	181	10
