10000
6
25
75
0	40	50	0	0	240	0
1	25	85	20	0	240	0
2	22	75	30	0	240	0
3	22	85	10	0	240	0
4	20	80	40	0	240	0
5	20	85	20	0	240	0
6	18	75	20	0	240	0
7	15	75	20	0	240	0
8	15	80	10	0	240	0
9	10	35	20	0	240	0
10	10	40	30	0	240	0
11	8	40	40	0	240	0
12	8	45	20	0	240	0
13	5	35	10	0	240	0
14	5	45	10	0	240	0
15	2	40	20	0	240	0
16	0	40	20	0	240	0
17	0	45	20	0	240	0
18	44	5	20	0	240	0
19	42	10	40	0	240	0
20	42	15	10	0	240	0
21	40	5	10	0	240	0
22	40	15	40	0	240	0
23	38	5	30	0	240	0
24	38	15	10	0	240	0
25	35	5	20	0	240	0
1	22	83	20	0	46	10
2	29	84	20	103	223	10
3	21	81	20	178	240	10
4	26	76	30	0	56	10
5	26	74	30	0	36	10
6	19	73	30	38	158	10
7	19	88	10	217	240	10
8	20	86	10	0	50	10
9	25	87	10	0	48	10
10	24	77	40	18	40	10
11	22	84	40	225	235	10
12	16	76	40	238	240	10
13	23	84	20	69	189	10
14	23	85	20	0	47	10
15	19	83	20	0	47	10
16	14	71	20	0	42	10
17	15	74	20	290	240	10
18	17	75	20	0	42	10
19	14	78	20	23	143	10
20	13	79	20	79	199	10
21	15	76	20	0	109	10
22	17	80	10	0	46	10
23	13	78	10	271	240	10
24	12	81	10	114	124	10
25	14	36	20	48	58	10
26	9	37	20	117	127	10
27	12	34	20	231	240	10
28	8	40	30	0	42	10
29	11	36	30	0	41	10
30	6	37	30	170	191	10
31	9	39	40	0	41	10
32	8	41	40	68	78	10
33	5	36	40	115	125	10
34	7	46	20	43	163	10
35	8	48	20	0	41	10
36	12	46	20	160	240	10
37	2	38	10	0	48	10
38	1	36	10	99	109	10
39	9	35	10	170	180	10
40	2	46	10	179	240	10
41	6	49	10	222	240	10
42	6	41	10	96	178	10
43	3	41	20	58	68	10
44	-1	39	20	54	64	10
45	6	38	20	161	171	10
46	-4	41	20	0	53	10
47	4	36	20	190	240	10
48	3	43	20	0	46	10
49	2	42	20	68	101	10
50	2	45	20	148	181	10
51	1	45	20	172	205	10
52	40	1	20	55	100	10
53	48	9	20	109	154	10
54	47	4	20	0	55	10
55	42	7	40	24	81	10
56	39	12	40	0	47	10
57	41	13	40	240	240	10
58	41	17	10	145	196	10
59	41	17	10	72	123	10
60	40	15	10	300	240	10
61	36	9	10	100	220	10
62	44	3	10	0	116	10
63	44	2	10	173	240	10
64	40	19	40	292	240	10
65	43	18	40	283	240	10
66	41	18	40	77	102	10
67	37	8	30	29	51	10
68	37	1	30	0	58	10
69	40	3	30	0	55	10
70	40	15	10	47	113	10
71	39	19	10	26	92	10
72	37	14	10	166	232	10
73	34	1	20	150	160	10
74	38	4	20	195	205	10
75	34	6	20	366	240	10
