10000
3
25
100
0	35	35	0	0	230	0
1	41	49	10	0	230	0
2	35	17	7	0	230	0
3	55	45	13	0	230	0
4	55	20	19	0	230	0
5	15	30	26	0	230	0
6	25	30	3	0	230	0
7	20	50	5	0	230	0
8	10	43	9	0	230	0
9	55	60	16	0	230	0
10	30	60	16	0	230	0
11	20	65	12	0	230	0
12	50	35	19	0	230	0
13	30	25	23	0	230	0
14	15	10	20	0	230	0
15	30	5	8	0	230	0
16	10	20	19	0	230	0
17	5	30	2	0	230	0
18	20	40	12	0	230	0
19	15	60	17	0	230	0
20	45	65	9	0	230	0
21	45	20	11	0	230	0
22	45	10	18	0	230	0
23	55	5	29	0	230	0
24	65	35	3	0	230	0
25	65	20	6	0	230	0
1	42	49	10	141	187	10
2	41	47	10	146	192	10
3	41	49	10	127	173	10
4	41	49	10	159	205	10
5	37	18	7	34	80	10
6	35	15	7	98	144	10
7	35	19	7	121	167	10
8	34	15	7	49	95	10
9	55	46	13	117	163	10
10	54	44	13	131	177	10
11	55	44	13	81	127	10
12	57	47	13	60	106	10
13	54	19	19	182	228	10
14	57	22	19	33	79	10
15	55	22	19	137	183	10
16	54	18	19	21	67	10
17	15	29	26	48	94	10
18	13	31	26	118	164	10
19	15	31	26	7	53	10
20	17	30	26	63	109	10
21	24	30	3	165	211	10
22	25	28	3	72	118	10
23	24	32	3	2	48	10
24	24	32	3	130	176	10
25	20	49	5	107	153	10
26	18	52	5	103	149	10
27	18	49	5	97	143	10
28	22	52	5	139	185	10
29	11	43	9	53	99	10
30	9	44	9	104	150	10
31	10	41	9	20	66	10
32	10	43	9	88	134	10
33	56	60	16	21	67	10
34	57	61	16	79	125	10
35	55	59	16	122	168	10
36	56	58	16	87	133	10
37	31	59	16	184	230	10
38	32	62	16	167	213	10
39	28	60	16	22	68	10
40	32	61	16	181	227	10
41	21	67	12	118	164	10
42	19	65	12	139	185	10
43	21	66	12	19	65	10
44	22	66	12	162	208	10
45	48	33	19	80	126	10
46	49	34	19	179	225	10
47	48	36	19	148	194	10
48	52	34	19	49	95	10
49	28	24	23	132	178	10
50	32	25	23	98	144	10
51	30	23	23	181	227	10
52	30	27	23	146	192	10
53	14	10	20	67	113	10
54	15	10	20	55	101	10
55	17	9	20	25	71	10
56	14	12	20	41	87	10
57	28	4	8	17	63	10
58	30	5	8	89	135	10
59	28	3	8	151	197	10
60	30	3	8	121	167	10
61	8	22	19	34	80	10
62	9	20	19	93	139	10
63	11	21	19	137	183	10
64	11	22	19	151	197	10
65	7	32	2	38	84	10
66	5	29	2	134	180	10
67	5	32	2	81	127	10
68	4	28	2	33	79	10
69	19	40	12	63	109	10
70	18	39	12	49	95	10
71	18	38	12	26	72	10
72	18	40	12	7	53	10
73	15	62	17	92	138	10
74	16	62	17	33	79	10
75	17	61	17	117	163	10
76	13	59	17	131	177	10
77	46	66	9	124	170	10
78	46	65	9	173	219	10
79	46	67	9	136	182	10
80	47	66	9	54	100	10
81	45	22	11	51	97	10
82	44	20	11	51	97	10
83	46	19	11	6	52	10
84	43	19	11	43	89	10
85	43	12	18	141	187	10
86	44	11	18	46	92	10
87	46	11	18	82	128	10
88	44	10	18	135	181	10
89	57	7	29	1	47	10
90	53	6	29	151	197	10
91	55	4	29	118	164	10
92	56	7	29	171	217	10
93	64	35	3	18	64	10
94	63	35	3	30	76	10
95	64	36	3	116	162	10
96	67	33	3	147	193	10
97	63	21	6	81	127	10
98	65	19	6	37	83	10
99	66	21	6	172	218	10
100	67	22	6	118	164	10
