                          Best                     0,0         1,0         2,0         3,0       0,0.1       1,0.1       2,0.1       3,0.1       0,0.2       1,0.2       2,0.2       3,0.2       0,0.3       1,0.3       2,0.3       3,0.3       0,0.4       1,0.4       2,0.4       3,0.4
0025_0025_C101.txt        [2,0.1: (3, 197)]    (3, 258)    (3, 258)    (3, 256)    (3, 206)    (3, 258)    (3, 258)    (3, 197)    (3, 206)    (3, 258)    (3, 258)    (3, 240)    (3, 206)    (3, 258)    (3, 258)    (3, 206)    (3, 206)    (3, 258)    (3, 241)    (3, 206)    (3, 206)
0025_0050_C101.txt        [3,0.3: (3, 179)]    (4, 354)    (4, 319)    (4, 356)    (4, 266)    (4, 321)    (4, 311)    (4, 344)    (4, 252)    (4, 307)    (4, 286)    (4, 333)    (3, 203)    (3, 240)    (3, 220)    (4, 280)    (3, 179)    (3, 225)    (4, 315)    (4, 282)    (3, 181)
0025_0050_C101_naive.txt  [3,0: (3, 206)]     (3, 258)    (3, 258)    (3, 256)    (3, 206)    (3, 258)    (3, 258)    (3, 227)    (3, 206)    (3, 258)    (3, 258)    (3, 227)    (3, 206)    (3, 258)    (3, 241)    (3, 257)    (3, 206)    (3, 287)    (3, 324)    (3, 257)    (3, 206)
0025_0075_C101_CTW_CC.txt [2,0.3: (4, 300)]    (6, 480)    (5, 440)    (5, 436)    (5, 405)    (4, 350)    (4, 350)    (4, 392)    (4, 346)    (4, 314)    (4, 350)    (4, 356)    (4, 367)    (4, 314)    (4, 314)    (4, 300)    (4, 343)    (4, 307)    (4, 382)    (4, 417)    (4, 310)
0025_0075_C101_CTW_SC.txt [3,0.4: (3, 187)]    (6, 478)    (5, 392)    (6, 440)    (5, 399)    (5, 423)    (5, 398)    (5, 456)    (4, 306)    (4, 335)    (4, 314)    (4, 356)    (4, 333)    (3, 237)    (3, 239)    (4, 321)    (3, 190)    (3, 242)    (3, 195)    (4, 332)    (3, 187)
0025_0075_C101_STW_CC.txt [3,0: (6, 591)]     (7, 654)    (7, 660)    (7, 638)    (6, 591)    (7, 648)    (6, 630)    (7, 671)    (6, 603)    (7, 676)    (6, 641)    (7, 729)    (6, 660)    (6, 632)    (6, 666)    (6, 670)    (6, 653)    (6, 683)    (6, 602)    (6, 692)    (6, 621)
0025_0075_C101_STW_SC.txt [1,0.2: (5, 332)]    (5, 563)    (5, 412)    (6, 389)    (6, 405)    (5, 477)    (5, 340)    (5, 354)    (5, 383)    (5, 357)    (5, 332)    (5, 354)    (5, 359)    (5, 360)    (5, 334)    (5, 379)    (5, 351)    (5, 433)    (5, 401)    (5, 379)    (5, 435)
0025_0075_C102_CTW_CC.txt [2,0.3: (3, 296)]    (6, 648)    (5, 431)    (5, 360)    (4, 377)    (4, 417)    (4, 406)    (4, 408)    (4, 314)    (4, 435)    (4, 381)    (4, 352)    (4, 362)    (4, 427)    (4, 410)    (3, 296)    (4, 371)    (4, 382)    (4, 385)    (3, 327)    (4, 428)
0025_0075_C102_CTW_SC.txt [1,0.2: (3, 251)]    (5, 504)    (5, 506)    (5, 422)    (5, 407)    (4, 383)    (4, 330)    (4, 315)    (3, 307)    (4, 310)    (3, 251)    (3, 261)    (3, 261)    (3, 256)    (3, 264)    (3, 265)    (3, 265)    (3, 264)    (3, 264)    (3, 265)    (3, 297)
0025_0075_C102_STW_CC.txt [3,0.1: (6, 494)]    (7, 756)    (7, 718)    (7, 691)    (6, 514)    (7, 742)    (7, 694)    (7, 768)    (6, 494)    (7, 711)    (6, 656)    (6, 551)    (6, 535)    (6, 653)    (6, 695)    (6, 512)    (6, 598)    (6, 575)    (6, 644)    (6, 588)    (6, 600)
0025_0075_C102_STW_SC.txt [3,0.2: (4, 293)]    (5, 499)    (6, 438)    (6, 503)    (5, 337)    (6, 534)    (6, 496)    (5, 385)    (5, 362)    (4, 392)    (4, 350)    (4, 381)    (4, 293)    (4, 399)    (4, 383)    (4, 319)    (4, 342)    (4, 379)    (4, 460)    (4, 334)    (4, 334)
0025_0075_C103_CTW_CC.txt [3,0.1: (3, 289)]    (4, 350)    (4, 377)    (3, 290)    (4, 385)    (4, 409)    (5, 401)    (3, 302)    (3, 289)    (3, 434)    (4, 419)    (4, 426)    (3, 344)    (3, 434)    (3, 408)    (4, 402)    (3, 393)    (3, 420)    (3, 405)    (3, 400)    (3, 350)
0025_0075_C103_CTW_SC.txt [3,0.2: (3, 252)]    (3, 359)    (3, 300)    (5, 428)    (5, 429)    (3, 272)    (3, 272)    (4, 370)    (4, 359)    (3, 289)    (3, 306)    (3, 289)    (3, 252)    (3, 252)    (3, 277)    (3, 277)    (3, 252)    (3, 300)    (3, 277)    (3, 277)    (3, 277)
0025_0075_C103_STW_CC.txt [3,0: (4, 395)]     (5, 519)    (5, 439)    (5, 453)    (4, 395)    (5, 605)    (5, 488)    (5, 387)    (4, 399)    (5, 553)    (5, 509)    (5, 414)    (4, 409)    (5, 586)    (5, 509)    (5, 533)    (5, 545)    (5, 551)    (5, 536)    (5, 508)    (5, 470)
0025_0075_C103_STW_SC.txt [3,0: (3, 266)]     (3, 430)    (3, 316)    (3, 290)    (3, 266)    (3, 291)    (3, 322)    (4, 356)    (4, 424)    (4, 356)    (3, 358)    (3, 340)    (3, 340)    (4, 375)    (4, 375)    (4, 372)    (4, 372)    (4, 373)    (4, 373)    (4, 371)    (4, 371)
